marco,Roma,Piazza Navona,https://images.musement.com/cover/0002/23/thumb_122306_cover_header.jpeg,Roma,Piazza Navona
marco,Parigi,Louvre,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Louvre_2007_02_24_c.jpg/330px-Louvre_2007_02_24_c.jpg,New York,Central Park
marco,Roma,Piazza Navona,https://images.musement.com/default/0002/23/thumb_122314_default_header.jpeg,Roma,Piazza Navona
marco,New York,Empire State Building,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Empire_State_Building_%28aerial_view%29.jpg/375px-Empire_State_Building_%28aerial_view%29.jpg,New York,Central Park
marco,Parigi,Louvre,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Paris_July_2011-27a.jpg/1218px-Paris_July_2011-27a.jpg,Non so,Central Park
marco,Roma,Piazza di Spagna,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Piazza_di_Spagna.jpg/450px-Piazza_di_Spagna.jpg,New York,Empire State Building
marco,Roma,Colosseo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Colosseum_in_Rome-April_2007-1-_copie_2B.jpg/390px-Colosseum_in_Rome-April_2007-1-_copie_2B.jpg,Non so,Empire State Building
marco,New York,Empire State Building,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Empire_State_Building_by_David_Shankbone_crop.jpg/255px-Empire_State_Building_by_David_Shankbone_crop.jpg,Non so,Empire State Building
marco,Parigi,Champs Elysee,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Champs-%C3%89lys%C3%A9es_-_eastern_view_-_20111001.jpg/420px-Champs-%C3%89lys%C3%A9es_-_eastern_view_-_20111001.jpg,New York,Empire State Building
marco,New York,Times Square,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/New_york_times_square-terabass.jpg/450px-New_york_times_square-terabass.jpg,Non so,Empire State Building
marco1,Parigi,Torre Eiffel,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Tour_Eiffel_Wikimedia_Commons_%28cropped%29.jpg/360px-Tour_Eiffel_Wikimedia_Commons_%28cropped%29.jpg,New York,Times Square
marco1,Parigi,Torre Eiffel,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Sous_la_Tour_Eiffel_1.jpg/330px-Sous_la_Tour_Eiffel_1.jpg,New York,Times Square
marco1,Roma,Colosseo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Colosseum-exterior-2007.JPG/390px-Colosseum-exterior-2007.JPG,New York,Times Square
marco1,Roma,Piazza di Spagna,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Piazza_di_Spagna.jpg/450px-Piazza_di_Spagna.jpg,New York,Times Square
marco1,Roma,Piazza Navona,https://images.musement.com/cover/0002/23/thumb_122306_cover_header.jpeg,New York,Times Square
marco1,Parigi,Louvre,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Paris_July_2011-27a.jpg/1218px-Paris_July_2011-27a.jpg,New York,Times Square
marco1,New York,Empire State Building,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Empire_State_Building_by_David_Shankbone_crop.jpg/255px-Empire_State_Building_by_David_Shankbone_crop.jpg,New York,Times Square
marco1,Parigi,Champs Elysee,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Champs-%C3%89lys%C3%A9es_-_eastern_view_-_20111001.jpg/420px-Champs-%C3%89lys%C3%A9es_-_eastern_view_-_20111001.jpg,New York,Times Square
marco1,Parigi,Champs Elysee,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Avenue_des_Champs-%C3%89lys%C3%A9es_July_24%2C_2009_N1.jpg/345px-Avenue_des_Champs-%C3%89lys%C3%A9es_July_24%2C_2009_N1.jpg,New York,Times Square
marco1,Roma,Piazza di Spagna,http://www.giovannirinaldi.it/page/rome/piazzadispagna/piazzadispagna0014.jpg,New York,Times Square
